Siparis_ID,Tarih,Musteri_ID,Kategori,Urun,Satis_Kanali,Odeme_Yontemi,Liste_Fiyati,Satis_Adedi,Indirim_Orani,Kargo_Ucreti,Teslimat_Suresi,Memnuniyet_Puani
ORD-981291,2023-03-28,CUST-1051,Aksesuar,Powerbank,Mağaza,Havale/EFT,425.41,1,0.0,0.0,0,5
ORD-631311,2023-09-24,CUST-1465,Aksesuar,Kulaklık,Mobil Uygulama,Havale/EFT,588.79,2,0.0,29.9,4,4
ORD-705252,2023-01-15,CUST-1649,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,2799.52,3,0.15,0.0,0,5
ORD-902001,2023-08-15,CUST-1598,Bilgisayar,Monitör,Mağaza,Kredi Kartı,5288.72,2,0.0,0.0,0,4
ORD-728981,2023-12-06,CUST-1329,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,35375.92,1,0.15,49.9,3,5
ORD-610411,2023-11-27,CUST-1961,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,55602.15,1,0.0,0.0,0,5
ORD-794068,2023-02-19,CUST-1071,Ev Elektroniği,Televizyon,Online,Kredi Kartı,12500.58,1,0.0,29.9,3,5
ORD-628651,2023-02-24,CUST-1006,Aksesuar,Powerbank,Mağaza,Havale/EFT,330.57,3,0.0,0.0,0,5
ORD-414030,2023-12-28,CUST-1239,Ev Elektroniği,Kahve Makinesi,Mağaza,Havale/EFT,13357.69,2,0.0,0.0,0,5
ORD-649936,2023-04-11,CUST-1851,Ev Elektroniği,Televizyon,Mağaza,Kredi Kartı,18177.85,1,0.1,0.0,0,5
ORD-204148,2023-03-24,CUST-1750,Telefon,Akıllı Saat,Mağaza,Havale/EFT,5969.72,1,0.1,0.0,0,5
ORD-498017,2023-06-02,CUST-1573,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kredi Kartı,13018.95,1,0.0,49.9,3,5
ORD-434730,2023-01-15,CUST-1129,Telefon,Akıllı Saat,Mağaza,Kapıda Ödeme,4901.86,2,0.05,0.0,0,5
ORD-333224,2023-07-30,CUST-1133,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,11738.5,1,0.05,29.9,2,5
ORD-904745,2023-05-24,CUST-1253,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,4811.39,1,0.0,49.9,4,5
ORD-639046,2023-09-01,CUST-1095,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Havale/EFT,4558.27,1,0.05,29.9,3,5
ORD-912540,2023-08-07,CUST-1941,Aksesuar,Powerbank,Mağaza,Kapıda Ödeme,714.83,2,0.2,0.0,0,5
ORD-632732,2023-04-05,CUST-1878,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,1712.59,1,0.15,49.9,3,5
ORD-463017,2023-03-27,CUST-1793,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,9473.84,1,0.0,29.9,1,5
ORD-157968,2023-01-12,CUST-1368,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,24563.89,2,0.2,0.0,0,5
ORD-741755,2023-04-08,CUST-1849,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,4507.51,1,0.0,49.9,4,3
ORD-920772,2023-05-03,CUST-1359,Bilgisayar,Laptop,Mobil Uygulama,Havale/EFT,37926.61,1,0.05,29.9,2,5
ORD-171388,2023-04-01,CUST-1508,Aksesuar,Powerbank,Mağaza,Kredi Kartı,290.57,1,0.0,0.0,0,3
ORD-323148,2023-06-28,CUST-1997,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,14264.16,1,0.1,29.9,5,1
ORD-903806,2023-03-19,CUST-1713,Bilgisayar,Tablet,Mağaza,Havale/EFT,10912.79,1,0.0,0.0,0,5
ORD-442006,2023-11-22,CUST-1135,Telefon,Akıllı Telefon,Mobil Uygulama,Havale/EFT,43408.67,2,0.0,29.9,5,3
ORD-799872,2023-07-12,CUST-1991,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,2251.46,2,0.0,0.0,0,3
ORD-719951,2023-10-03,CUST-1812,Telefon,Akıllı Saat,Online,Havale/EFT,7899.91,2,0.0,29.9,3,5
ORD-867859,2023-09-29,CUST-1189,Bilgisayar,Monitör,Mobil Uygulama,Kapıda Ödeme,4005.18,1,0.05,29.9,5,2
ORD-419637,2023-04-17,CUST-1663,Aksesuar,Mouse/Klavye,Mağaza,Kapıda Ödeme,1956.15,1,0.0,0.0,0,5
ORD-333561,2023-01-18,CUST-1037,Ev Elektroniği,Televizyon,Mobil Uygulama,Kredi Kartı,40039.93,1,0.05,49.9,1,5
ORD-521326,2023-11-11,CUST-1393,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,2391.29,1,0.0,0.0,0,5
ORD-561449,2023-07-24,CUST-1319,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,37101.67,1,0.05,49.9,3,5
ORD-727127,2023-10-13,CUST-1718,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,48480.72,1,0.1,29.9,1,5
ORD-221695,2023-01-01,CUST-1269,Aksesuar,Mouse/Klavye,Mağaza,Kredi Kartı,1228.32,2,0.05,0.0,0,5
ORD-110435,2023-01-13,CUST-1805,Telefon,Akıllı Saat,Mağaza,Havale/EFT,4602.94,1,0.15,0.0,0,5
ORD-924698,2023-11-23,CUST-1058,Bilgisayar,Monitör,Mobil Uygulama,Kredi Kartı,4351.74,2,0.05,49.9,4,5
ORD-364572,2023-12-03,CUST-1725,Ev Elektroniği,Robot Süpürge,Mağaza,Kapıda Ödeme,11201.25,1,0.0,0.0,0,3
ORD-272236,2023-07-02,CUST-1544,Ev Elektroniği,Robot Süpürge,Mağaza,Havale/EFT,11506.77,1,0.05,0.0,0,5
ORD-764612,2023-04-08,CUST-1240,Bilgisayar,Tablet,Mağaza,Havale/EFT,13958.22,1,0.1,0.0,0,5
ORD-602306,2023-06-25,CUST-1746,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,1290.31,3,0.05,0.0,0,5
ORD-933066,2023-06-25,CUST-1854,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,32440.18,1,0.0,29.9,2,3
ORD-194817,2023-07-28,CUST-1754,Aksesuar,Kulaklık,Online,Havale/EFT,2712.71,1,0.0,29.9,1,3
ORD-691698,2023-11-19,CUST-1037,Telefon,Akıllı Telefon,Mobil Uygulama,Kapıda Ödeme,10888.12,1,0.0,49.9,1,5
ORD-615033,2023-10-15,CUST-1903,Aksesuar,Kulaklık,Mağaza,Kredi Kartı,1656.53,1,0.15,0.0,0,5
ORD-972329,2023-05-31,CUST-1114,Aksesuar,Kulaklık,Online,Kredi Kartı,1454.56,3,0.0,49.9,5,2
ORD-392914,2023-12-05,CUST-1967,Aksesuar,Mouse/Klavye,Mağaza,Kredi Kartı,2827.13,1,0.0,0.0,0,3
ORD-139528,2023-06-28,CUST-1126,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,522.19,1,0.05,29.9,1,5
ORD-614452,2023-12-25,CUST-1832,Ev Elektroniği,Robot Süpürge,Online,Kapıda Ödeme,13026.11,1,0.1,29.9,4,5
ORD-401446,2023-03-18,CUST-1427,Bilgisayar,Laptop,Mağaza,Kredi Kartı,27331.28,1,0.1,0.0,0,5
ORD-100985,2023-10-29,CUST-1320,Telefon,Akıllı Saat,Online,Kredi Kartı,8226.03,1,0.05,29.9,2,5
ORD-729736,2023-12-05,CUST-1094,Aksesuar,Powerbank,Mağaza,Kapıda Ödeme,628.63,1,0.0,0.0,0,5
ORD-529913,2023-07-01,CUST-1375,Ev Elektroniği,Televizyon,Mobil Uygulama,Havale/EFT,17071.38,1,0.1,49.9,4,5
ORD-783437,2023-12-30,CUST-1184,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,4727.28,1,0.15,0.0,0,5
ORD-687431,2023-12-10,CUST-1095,Telefon,Akıllı Saat,Online,Kapıda Ödeme,3679.56,1,0.15,49.9,3,5
ORD-942804,2023-07-14,CUST-1855,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,5537.03,1,0.0,29.9,4,4
ORD-993121,2023-02-20,CUST-1083,Aksesuar,Kulaklık,Online,Kapıda Ödeme,2402.92,1,0.05,49.9,2,5
ORD-495632,2023-02-01,CUST-1813,Telefon,Akıllı Saat,Mağaza,Havale/EFT,7315.78,1,0.0,0.0,0,3
ORD-104728,2023-05-21,CUST-1004,Ev Elektroniği,Televizyon,Online,Havale/EFT,45547.48,2,0.2,29.9,4,5
ORD-851729,2023-06-11,CUST-1639,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Havale/EFT,10510.22,1,0.0,49.9,2,3
ORD-704880,2023-12-18,CUST-1352,Ev Elektroniği,Televizyon,Mobil Uygulama,Kapıda Ödeme,12434.18,1,0.0,29.9,3,3
ORD-172187,2023-12-30,CUST-1632,Aksesuar,Kulaklık,Online,Kapıda Ödeme,4306.4,2,0.15,49.9,1,5
ORD-643636,2023-05-03,CUST-1356,Bilgisayar,Laptop,Mağaza,Havale/EFT,42484.48,1,0.15,0.0,0,5
ORD-366307,2023-02-15,CUST-1865,Ev Elektroniği,Televizyon,Mağaza,Havale/EFT,16886.06,1,0.1,0.0,0,5
ORD-910550,2023-03-22,CUST-1221,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kredi Kartı,8780.09,1,0.0,29.9,2,3
ORD-511251,2023-05-07,CUST-1744,Bilgisayar,Monitör,Mağaza,Kredi Kartı,7045.33,1,0.0,0.0,0,3
ORD-574490,2023-01-30,CUST-1943,Aksesuar,Kulaklık,Mağaza,Kredi Kartı,3879.18,1,0.0,0.0,0,4
ORD-747525,2023-05-16,CUST-1847,Ev Elektroniği,Televizyon,Online,Kredi Kartı,39418.27,1,0.0,29.9,1,3
ORD-953490,2023-01-06,CUST-1539,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,3572.35,1,0.15,0.0,0,5
ORD-723500,2023-10-05,CUST-1191,Bilgisayar,Monitör,Mağaza,Kredi Kartı,6422.53,1,0.0,0.0,0,3
ORD-140574,2023-06-03,CUST-1546,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Havale/EFT,9557.8,1,0.05,29.9,3,5
ORD-308512,2023-01-18,CUST-1402,Ev Elektroniği,Televizyon,Online,Havale/EFT,49128.0,2,0.05,29.9,4,5
ORD-279911,2023-02-23,CUST-1818,Aksesuar,Powerbank,Mağaza,Kredi Kartı,1309.1,1,0.1,0.0,0,5
ORD-491169,2023-03-15,CUST-1860,Bilgisayar,Laptop,Mağaza,Havale/EFT,19513.46,1,0.0,0.0,0,4
ORD-333844,2023-03-30,CUST-1676,Aksesuar,Kulaklık,Mobil Uygulama,Kredi Kartı,2829.25,1,0.15,49.9,2,5
ORD-481823,2023-10-01,CUST-1756,Telefon,Akıllı Telefon,Online,Havale/EFT,20361.23,1,0.2,49.9,5,2
ORD-964608,2023-07-02,CUST-1377,Aksesuar,Powerbank,Mağaza,Kapıda Ödeme,399.78,1,0.05,0.0,0,5
ORD-733541,2023-07-25,CUST-1779,Bilgisayar,Monitör,Online,Kredi Kartı,4518.48,1,0.0,49.9,4,5
ORD-737064,2023-04-21,CUST-1607,Ev Elektroniği,Kahve Makinesi,Mağaza,Kapıda Ödeme,3115.95,2,0.1,0.0,0,5
ORD-125274,2023-09-07,CUST-1602,Bilgisayar,Monitör,Online,Havale/EFT,7940.66,1,0.1,29.9,2,5
ORD-344997,2023-10-27,CUST-1722,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,37631.11,1,0.05,49.9,1,5
ORD-553039,2023-06-27,CUST-1643,Bilgisayar,Laptop,Mobil Uygulama,Kapıda Ödeme,27924.52,1,0.0,49.9,2,5
ORD-835853,2023-03-21,CUST-1401,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,474.88,1,0.1,49.9,2,5
ORD-748360,2023-05-17,CUST-1440,Bilgisayar,Laptop,Online,Havale/EFT,24702.82,1,0.05,29.9,4,5
ORD-427996,2023-07-24,CUST-1339,Bilgisayar,Laptop,Online,Kredi Kartı,39639.88,1,0.05,29.9,4,5
ORD-864415,2023-10-15,CUST-1257,Telefon,Akıllı Saat,Mağaza,Havale/EFT,9851.1,3,0.05,0.0,0,5
ORD-765361,2023-04-21,CUST-1434,Telefon,Akıllı Saat,Mobil Uygulama,Havale/EFT,4679.69,1,0.0,29.9,3,3
ORD-740640,2023-07-26,CUST-1884,Aksesuar,Mouse/Klavye,Mağaza,Kapıda Ödeme,2655.52,2,0.05,0.0,0,5
ORD-856159,2023-07-11,CUST-1333,Ev Elektroniği,Televizyon,Mobil Uygulama,Kapıda Ödeme,24968.84,1,0.0,49.9,5,3
ORD-158841,2023-04-22,CUST-1054,Bilgisayar,Laptop,Mağaza,Kredi Kartı,34598.15,1,0.0,0.0,0,5
ORD-900027,2023-06-04,CUST-1684,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,7096.43,2,0.0,49.9,5,3
ORD-617743,2023-08-07,CUST-1891,Aksesuar,Mouse/Klavye,Mağaza,Kredi Kartı,993.2,1,0.0,0.0,0,5
ORD-347989,2023-06-08,CUST-1983,Ev Elektroniği,Televizyon,Mağaza,Kapıda Ödeme,28429.89,1,0.0,0.0,0,5
ORD-855716,2023-08-13,CUST-1025,Telefon,Akıllı Saat,Online,Havale/EFT,7305.2,2,0.05,49.9,3,5
ORD-669969,2023-01-03,CUST-1444,Ev Elektroniği,Robot Süpürge,Online,Havale/EFT,15090.69,1,0.1,29.9,2,5
ORD-417993,2023-04-22,CUST-1368,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kredi Kartı,3692.46,2,0.2,29.9,5,1
ORD-880762,2023-05-06,CUST-1812,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,5431.08,1,0.0,0.0,0,5
ORD-239823,2023-06-30,CUST-1987,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,884.52,1,0.0,29.9,5,3
ORD-808346,2023-10-05,CUST-1583,Ev Elektroniği,Kahve Makinesi,Online,Kapıda Ödeme,7081.39,1,0.0,49.9,1,3
ORD-509102,2023-04-02,CUST-1997,Aksesuar,Powerbank,Mobil Uygulama,Havale/EFT,1242.16,1,0.05,29.9,4,5
ORD-304281,2023-04-30,CUST-1999,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kapıda Ödeme,13982.51,1,0.15,49.9,3,5
ORD-206810,2023-11-09,CUST-1605,Aksesuar,Mouse/Klavye,Online,Kredi Kartı,1052.51,1,0.15,29.9,1,5
ORD-922439,2023-01-27,CUST-1407,Bilgisayar,Tablet,Online,Havale/EFT,13315.73,1,0.15,29.9,4,5
ORD-166833,2023-08-03,CUST-1072,Telefon,Akıllı Telefon,Online,Kredi Kartı,38762.45,1,0.0,49.9,3,3
ORD-275912,2023-11-30,CUST-1739,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kredi Kartı,8229.96,2,0.1,29.9,5,2
ORD-307211,2023-05-09,CUST-1425,Telefon,Akıllı Saat,Mağaza,Kapıda Ödeme,3818.99,1,0.0,0.0,0,4
ORD-748131,2023-11-06,CUST-1276,Aksesuar,Mouse/Klavye,Mağaza,Kapıda Ödeme,851.0,2,0.05,0.0,0,5
ORD-380107,2023-04-03,CUST-1948,Bilgisayar,Monitör,Mobil Uygulama,Kapıda Ödeme,7099.23,2,0.1,49.9,2,5
ORD-433799,2023-12-14,CUST-1545,Ev Elektroniği,Televizyon,Mağaza,Havale/EFT,33338.24,1,0.05,0.0,0,5
ORD-382915,2023-03-13,CUST-1467,Telefon,Akıllı Telefon,Mobil Uygulama,Havale/EFT,52701.86,1,0.0,49.9,5,2
ORD-460548,2023-03-05,CUST-1766,Telefon,Akıllı Telefon,Online,Kredi Kartı,9738.1,1,0.0,49.9,5,1
ORD-607987,2023-11-23,CUST-1877,Bilgisayar,Monitör,Mobil Uygulama,Havale/EFT,6486.66,1,0.0,49.9,1,3
ORD-590559,2023-11-05,CUST-1122,Telefon,Akıllı Telefon,Online,Kredi Kartı,43186.12,1,0.0,29.9,4,4
ORD-130480,2023-12-27,CUST-1033,Aksesuar,Kulaklık,Mobil Uygulama,Kredi Kartı,1627.95,1,0.0,49.9,3,3
ORD-482868,2023-05-30,CUST-1074,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,1888.49,1,0.0,49.9,2,3
ORD-565032,2023-12-04,CUST-1730,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Havale/EFT,7287.41,1,0.0,49.9,5,3
ORD-521980,2023-11-03,CUST-1080,Ev Elektroniği,Televizyon,Mağaza,Kredi Kartı,10367.88,1,0.05,0.0,0,5
ORD-567744,2023-11-20,CUST-1552,Bilgisayar,Laptop,Online,Havale/EFT,35946.99,2,0.15,49.9,1,5
ORD-731120,2023-06-30,CUST-1343,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,31503.83,3,0.05,49.9,4,5
ORD-612218,2023-05-31,CUST-1526,Aksesuar,Kulaklık,Online,Kredi Kartı,4654.29,1,0.1,49.9,5,3
ORD-335602,2023-01-28,CUST-1944,Bilgisayar,Tablet,Online,Kredi Kartı,5982.43,1,0.0,29.9,4,3
ORD-374893,2023-05-22,CUST-1606,Bilgisayar,Monitör,Mağaza,Kredi Kartı,6976.48,1,0.1,0.0,0,5
ORD-254477,2023-01-19,CUST-1307,Telefon,Akıllı Saat,Mobil Uygulama,Kredi Kartı,7172.58,1,0.05,29.9,5,1
ORD-881942,2023-05-30,CUST-1820,Aksesuar,Powerbank,Online,Kapıda Ödeme,1015.92,1,0.15,29.9,3,5
ORD-300574,2023-10-24,CUST-1186,Ev Elektroniği,Robot Süpürge,Online,Kredi Kartı,17308.42,1,0.0,49.9,2,3
ORD-291762,2023-05-25,CUST-1662,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kredi Kartı,7175.98,1,0.0,29.9,4,4
ORD-215564,2023-05-01,CUST-1256,Ev Elektroniği,Robot Süpürge,Online,Kredi Kartı,5543.82,1,0.2,49.9,5,3
ORD-466072,2023-02-02,CUST-1628,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,33035.66,1,0.0,0.0,0,3
ORD-729496,2023-10-10,CUST-1026,Ev Elektroniği,Televizyon,Online,Havale/EFT,18256.59,1,0.0,49.9,5,3
ORD-288174,2023-06-15,CUST-1949,Ev Elektroniği,Televizyon,Online,Kredi Kartı,17957.25,1,0.0,49.9,5,1
ORD-357503,2023-09-01,CUST-1854,Ev Elektroniği,Robot Süpürge,Online,Kredi Kartı,12608.59,1,0.2,49.9,4,5
ORD-730888,2023-11-19,CUST-1378,Telefon,Akıllı Saat,Mağaza,Kapıda Ödeme,6718.96,1,0.0,0.0,0,3
ORD-772178,2023-11-01,CUST-1171,Telefon,Akıllı Saat,Online,Kredi Kartı,2765.28,1,0.1,29.9,4,5
ORD-472169,2023-05-18,CUST-1629,Bilgisayar,Monitör,Online,Kapıda Ödeme,4543.62,1,0.05,29.9,2,5
ORD-493235,2023-11-28,CUST-1508,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kredi Kartı,2605.8,1,0.05,29.9,3,5
ORD-673948,2023-03-02,CUST-1896,Ev Elektroniği,Robot Süpürge,Mobil Uygulama,Kredi Kartı,12177.36,1,0.05,29.9,4,5
ORD-431942,2023-11-30,CUST-1106,Ev Elektroniği,Kahve Makinesi,Mobil Uygulama,Kapıda Ödeme,4702.55,1,0.1,49.9,1,5
ORD-245416,2023-08-14,CUST-1917,Bilgisayar,Laptop,Mağaza,Kredi Kartı,30602.7,1,0.0,0.0,0,4
ORD-665093,2023-03-18,CUST-1810,Bilgisayar,Monitör,Mağaza,Kredi Kartı,6971.64,1,0.0,0.0,0,4
ORD-645237,2023-04-23,CUST-1672,Telefon,Akıllı Saat,Mağaza,Kapıda Ödeme,9645.96,1,0.0,0.0,0,4
ORD-988610,2023-05-11,CUST-1033,Telefon,Akıllı Saat,Mağaza,Havale/EFT,7918.72,1,0.1,0.0,0,5
ORD-341504,2023-09-23,CUST-1272,Telefon,Akıllı Telefon,Mobil Uygulama,Kapıda Ödeme,24996.94,3,0.0,29.9,1,3
ORD-938142,2023-11-12,CUST-1457,Telefon,Akıllı Telefon,Online,Kapıda Ödeme,44900.37,1,0.0,29.9,1,4
ORD-633007,2023-12-29,CUST-1947,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,53973.67,1,0.0,0.0,0,5
ORD-346867,2023-08-26,CUST-1388,Bilgisayar,Tablet,Mağaza,Kredi Kartı,12757.44,2,0.1,0.0,0,5
ORD-238317,2023-12-15,CUST-1649,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,2364.59,2,0.0,49.9,3,3
ORD-141010,2023-05-23,CUST-1645,Ev Elektroniği,Robot Süpürge,Online,Havale/EFT,18063.36,1,0.0,29.9,4,3
ORD-978601,2023-04-10,CUST-1727,Aksesuar,Powerbank,Mobil Uygulama,Havale/EFT,1021.59,1,0.1,29.9,4,5
ORD-369736,2023-10-31,CUST-1831,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,1290.11,1,0.05,0.0,0,5
ORD-417217,2023-06-25,CUST-1731,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,6782.46,1,0.05,0.0,0,5
ORD-780957,2023-04-11,CUST-1308,Telefon,Akıllı Saat,Online,Kredi Kartı,6388.02,1,0.0,29.9,5,3
ORD-758020,2023-01-01,CUST-1134,Telefon,Akıllı Telefon,Mağaza,Kapıda Ödeme,58582.82,1,0.15,0.0,0,5
ORD-143997,2023-06-23,CUST-1623,Bilgisayar,Laptop,Online,Havale/EFT,20983.88,1,0.0,29.9,3,5
ORD-727144,2023-10-05,CUST-1486,Ev Elektroniği,Robot Süpürge,Mağaza,Kredi Kartı,12549.06,2,0.15,0.0,0,5
ORD-581038,2023-05-11,CUST-1735,Telefon,Akıllı Saat,Online,Kapıda Ödeme,2030.82,1,0.0,49.9,2,3
ORD-400441,2023-09-07,CUST-1214,Telefon,Akıllı Telefon,Online,Kredi Kartı,55806.97,2,0.0,29.9,1,4
ORD-142812,2023-03-30,CUST-1179,Aksesuar,Powerbank,Mobil Uygulama,Kredi Kartı,1381.3,1,0.05,49.9,1,5
ORD-815245,2023-07-07,CUST-1018,Aksesuar,Mouse/Klavye,Mobil Uygulama,Kapıda Ödeme,2642.57,1,0.0,49.9,2,4
ORD-135728,2023-07-12,CUST-1403,Telefon,Akıllı Saat,Mobil Uygulama,Havale/EFT,1585.77,3,0.05,49.9,1,5
ORD-169416,2023-07-22,CUST-1391,Bilgisayar,Monitör,Mağaza,Kredi Kartı,3295.02,1,0.1,0.0,0,5
ORD-504361,2023-04-30,CUST-1632,Telefon,Akıllı Telefon,Mağaza,Havale/EFT,57890.93,1,0.0,0.0,0,4
ORD-317422,2023-06-06,CUST-1030,Telefon,Akıllı Saat,Online,Havale/EFT,9602.99,1,0.05,49.9,3,5
ORD-280641,2023-12-19,CUST-1889,Telefon,Akıllı Telefon,Online,Kredi Kartı,20502.22,1,0.0,29.9,1,3
ORD-894275,2023-07-27,CUST-1454,Bilgisayar,Monitör,Mağaza,Kapıda Ödeme,5224.01,1,0.0,0.0,0,5
ORD-398926,2023-05-23,CUST-1842,Aksesuar,Kulaklık,Mobil Uygulama,Kapıda Ödeme,4791.08,1,0.1,29.9,1,5
ORD-323945,2023-12-31,CUST-1465,Telefon,Akıllı Saat,Mobil Uygulama,Havale/EFT,7099.16,2,0.0,49.9,3,4
ORD-517101,2023-09-07,CUST-1025,Ev Elektroniği,Televizyon,Online,Kapıda Ödeme,24167.94,1,0.0,29.9,2,3
ORD-150909,2023-06-19,CUST-1803,Aksesuar,Kulaklık,Mobil Uygulama,Kredi Kartı,2127.4,1,0.05,29.9,4,5
ORD-350447,2023-09-09,CUST-1976,Aksesuar,Kulaklık,Mağaza,Kapıda Ödeme,4471.76,1,0.15,0.0,0,5
ORD-324030,2023-04-15,CUST-1302,Telefon,Akıllı Saat,Online,Havale/EFT,7055.27,2,0.1,49.9,3,5
ORD-687476,2023-02-06,CUST-1253,Ev Elektroniği,Kahve Makinesi,Mağaza,Havale/EFT,4953.49,1,0.0,0.0,0,3
ORD-259446,2023-04-08,CUST-1901,Bilgisayar,Monitör,Mobil Uygulama,Kredi Kartı,3155.46,1,0.0,49.9,5,3
ORD-498175,2023-04-18,CUST-1001,Bilgisayar,Laptop,Online,Havale/EFT,16635.68,1,0.0,29.9,2,4
ORD-644086,2023-09-27,CUST-1206,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,34048.55,2,0.0,29.9,5,1
ORD-244364,2023-12-19,CUST-1832,Telefon,Akıllı Telefon,Online,Kredi Kartı,25259.24,1,0.0,49.9,5,2
ORD-636798,2023-03-22,CUST-1611,Telefon,Akıllı Saat,Mobil Uygulama,Kapıda Ödeme,7321.26,1,0.15,29.9,2,5
ORD-904321,2023-11-28,CUST-1558,Bilgisayar,Tablet,Mobil Uygulama,Kapıda Ödeme,3268.16,1,0.0,29.9,4,5
ORD-217107,2023-07-08,CUST-1253,Aksesuar,Mouse/Klavye,Mağaza,Havale/EFT,1849.57,1,0.0,0.0,0,5
ORD-436465,2023-04-24,CUST-1579,Telefon,Akıllı Telefon,Mobil Uygulama,Kredi Kartı,7226.93,1,0.15,49.9,5,1
ORD-637490,2023-05-30,CUST-1198,Aksesuar,Mouse/Klavye,Online,Kapıda Ödeme,2181.05,1,0.05,49.9,1,5
ORD-194581,2023-09-20,CUST-1752,Aksesuar,Powerbank,Online,Havale/EFT,1261.4,1,0.0,49.9,2,4
ORD-401415,2023-09-05,CUST-1218,Telefon,Akıllı Saat,Online,Havale/EFT,2558.24,1,0.15,29.9,3,5
ORD-740628,2023-05-12,CUST-1244,Aksesuar,Kulaklık,Online,Havale/EFT,2916.54,1,0.15,49.9,5,2
ORD-930616,2023-01-20,CUST-1630,Ev Elektroniği,Robot Süpürge,Online,Kapıda Ödeme,10810.0,1,0.1,29.9,5,2
ORD-922303,2023-12-10,CUST-1694,Bilgisayar,Laptop,Mağaza,Havale/EFT,29116.24,1,0.0,0.0,0,5
ORD-848252,2023-05-29,CUST-1236,Bilgisayar,Laptop,Online,Kapıda Ödeme,40474.1,2,0.0,29.9,3,4
ORD-965128,2023-07-23,CUST-1805,Aksesuar,Powerbank,Mobil Uygulama,Kredi Kartı,939.46,2,0.05,29.9,2,5
ORD-581163,2023-11-26,CUST-1706,Bilgisayar,Laptop,Mağaza,Kapıda Ödeme,15143.99,1,0.05,0.0,0,5
ORD-533646,2023-02-28,CUST-1217,Ev Elektroniği,Televizyon,Online,Havale/EFT,30758.54,1,0.0,29.9,5,1
ORD-566032,2023-06-20,CUST-1088,Bilgisayar,Laptop,Mobil Uygulama,Kredi Kartı,33946.6,1,0.0,29.9,4,5
ORD-507741,2023-05-10,CUST-1517,Telefon,Akıllı Telefon,Online,Havale/EFT,26100.04,3,0.0,29.9,2,4
ORD-888735,2023-12-09,CUST-1155,Aksesuar,Powerbank,Online,Havale/EFT,560.9,1,0.05,29.9,4,5
ORD-460570,2023-10-01,CUST-1865,Telefon,Akıllı Saat,Mağaza,Kredi Kartı,7675.01,1,0.0,0.0,0,3
ORD-331263,2023-06-20,CUST-1412,Aksesuar,Mouse/Klavye,Online,Havale/EFT,2282.2,1,0.15,49.9,1,5
ORD-207927,2023-06-08,CUST-1260,Ev Elektroniği,Televizyon,Mobil Uygulama,Kapıda Ödeme,22115.29,1,0.0,49.9,4,4
ORD-683648,2023-05-20,CUST-1746,Ev Elektroniği,Kahve Makinesi,Online,Kapıda Ödeme,4749.11,1,0.0,49.9,2,5
